row_index,column_index,embedding,biomarker,digitized_correlation,value_status,value_interval,significant_visible,fill_rgb,palette_pixel_y,palette_distance_rgb,cell_left_pixel,cell_top_pixel,cell_right_pixel,cell_bottom_pixel,status
0,0,Z24,Age,0.2589041095890411,numeric,null,True,"204,64,58",78,2.23606797749979,82,54,113,74,candidate_visible_geometry
0,1,Z24,Sex,-0.14383561643835618,numeric,null,True,"144,178,254",225,1.7320508075688772,114,54,145,74,candidate_visible_geometry
0,2,Z24,MMSE,-0.11643835616438358,numeric,null,True,"159,191,255",215,2.23606797749979,146,54,177,74,candidate_visible_geometry
0,3,Z24,Aβ42/Aβ40,-0.012328767123287676,numeric,null,False,"214,220,228",177,2.23606797749979,178,54,209,74,candidate_visible_geometry
0,4,Z24,pTau-217,-0.05890410958904113,numeric,null,True,"192,212,245",194,1.0,210,54,241,74,candidate_visible_geometry
0,5,Z24,TauPET,-0.07808219178082193,numeric,null,True,"182,206,250",201,1.0,242,54,273,74,candidate_visible_geometry
0,6,Z24,ADSignCT,-0.16301369863013698,numeric,null,True,"134,169,252",232,2.23606797749979,274,54,305,74,candidate_visible_geometry
0,7,Z24,WholeBrainCT,-0.2342465753424658,numeric,null,True,"91,122,229",258,1.0,305,54,336,74,candidate_visible_geometry
0,8,Z24,VentricleVol,0.2643835616438356,numeric,null,True,"202,59,55",76,3.3166247903554,337,54,368,74,candidate_visible_geometry
0,9,Z24,WMH,0.25616438356164384,numeric,null,True,"205,66,59",79,1.7320508075688772,369,54,400,74,candidate_visible_geometry
0,10,Z24,UPDRS,0.3,clipped_high,"[0.3, null]",True,"180,4,38",63,5.0990195135927845,401,54,432,74,candidate_visible_geometry
0,11,Z24,SAA,0.14109589041095888,numeric,null,True,"245,160,129",121,1.0,433,54,464,74,candidate_visible_geometry
0,12,Z24,GFAP,0.17123287671232876,numeric,null,True,"240,138,108",110,2.23606797749979,465,54,496,74,candidate_visible_geometry
0,13,Z24,NFL,0.14931506849315068,numeric,null,True,"244,154,123",118,1.7320508075688772,497,54,528,74,candidate_visible_geometry
0,14,Z24,YKL40,0.17945205479452053,numeric,null,True,"238,132,104",107,1.7320508075688772,528,54,559,74,candidate_visible_geometry
0,15,Z24,sTREM2,0.18493150684931506,numeric,null,True,"236,129,101",105,1.0,560,54,591,74,candidate_visible_geometry
0,16,Z24,SYT1,-0.012328767123287676,numeric,null,False,"214,220,228",177,2.23606797749979,592,54,623,74,candidate_visible_geometry
0,17,Z24,SNAP25,-0.05342465753424658,numeric,null,False,"195,213,244",192,1.4142135623730951,624,54,655,74,candidate_visible_geometry
0,18,Z24,NPTX2,-0.12465753424657533,numeric,null,True,"154,187,255",218,2.0,656,54,687,74,candidate_visible_geometry
0,19,Z24,PDGFRB,0.08630136986301368,numeric,null,True,"246,191,166",141,1.7320508075688772,688,54,719,74,candidate_visible_geometry
0,20,Z24,S100,-0.009589041095890427,numeric,null,False,"216,220,226",176,1.7320508075688772,720,54,751,74,candidate_visible_geometry
1,0,Z31,Age,0.3,clipped_high,"[0.3, null]",True,"180,4,38",63,5.0990195135927845,82,75,113,94,candidate_visible_geometry
1,1,Z31,Sex,-0.06164383561643838,numeric,null,True,"191,211,246",195,2.0,114,75,145,94,candidate_visible_geometry
1,2,Z31,MMSE,-0.2123287671232877,numeric,null,True,"102,135,237",250,2.8284271247461903,146,75,177,94,candidate_visible_geometry
1,3,Z31,Aβ42/Aβ40,0.12191780821917808,numeric,null,True,"247,172,142",128,2.23606797749979,178,75,209,94,candidate_visible_geometry
1,4,Z31,pTau-217,0.09726027397260273,numeric,null,True,"247,186,159",137,3.605551275463989,210,75,241,94,candidate_visible_geometry
1,5,Z31,TauPET,0.05616438356164383,numeric,null,True,"241,205,186",152,1.0,242,75,273,94,candidate_visible_geometry
1,6,Z31,ADSignCT,-0.25342465753424664,numeric,null,True,"81,109,219",265,1.4142135623730951,274,75,305,94,candidate_visible_geometry
1,7,Z31,WholeBrainCT,-0.27534246575342464,numeric,null,True,"69,92,206",273,0.0,305,75,336,94,candidate_visible_geometry
1,8,Z31,VentricleVol,0.27534246575342464,numeric,null,True,"195,46,49",72,1.7320508075688772,337,75,368,94,candidate_visible_geometry
1,9,Z31,WMH,0.26712328767123283,numeric,null,True,"200,56,54",75,1.4142135623730951,369,75,400,94,candidate_visible_geometry
1,10,Z31,UPDRS,0.3,clipped_high,"[0.3, null]",True,"180,4,38",63,5.0990195135927845,401,75,432,94,candidate_visible_geometry
1,11,Z31,SAA,0.1465753424657534,numeric,null,True,"245,156,125",119,1.0,433,75,464,94,candidate_visible_geometry
1,12,Z31,GFAP,0.2534246575342466,numeric,null,True,"207,69,60",80,2.449489742783178,465,75,496,94,candidate_visible_geometry
1,13,Z31,NFL,0.19863013698630136,numeric,null,True,"231,116,91",100,1.4142135623730951,497,75,528,94,candidate_visible_geometry
1,14,Z31,YKL40,0.23150684931506849,numeric,null,True,"218,90,73",88,1.4142135623730951,528,75,559,94,candidate_visible_geometry
1,15,Z31,sTREM2,0.18767123287671234,numeric,null,True,"236,127,99",104,1.4142135623730951,560,75,591,94,candidate_visible_geometry
1,16,Z31,SYT1,0.023287671232876672,numeric,null,False,"230,215,207",164,1.4142135623730951,592,75,623,94,candidate_visible_geometry
1,17,Z31,SNAP25,0.06164383561643835,numeric,null,False,"242,202,181",150,1.0,624,75,655,94,candidate_visible_geometry
1,18,Z31,NPTX2,-0.18219178082191784,numeric,null,True,"121,156,248",239,0.0,656,75,687,94,candidate_visible_geometry
1,19,Z31,PDGFRB,0.07260273972602738,numeric,null,False,"244,197,173",146,2.0,688,75,719,94,candidate_visible_geometry
1,20,Z31,S100,0.009589041095890372,numeric,null,False,"224,219,216",169,1.0,720,75,751,94,candidate_visible_geometry
2,0,Z25,Age,0.3,clipped_high,"[0.3, null]",True,"180,4,38",63,5.0990195135927845,82,95,113,115,candidate_visible_geometry
2,1,Z25,Sex,-0.19041095890410958,numeric,null,True,"115,150,245",242,1.0,114,95,145,115,candidate_visible_geometry
2,2,Z25,MMSE,-0.3,clipped_low,"[null, -0.3]",True,"59,76,192",282,3.605551275463989,146,95,177,115,candidate_visible_geometry
2,3,Z25,Aβ42/Aβ40,0.3,clipped_high,"[0.3, null]",True,"180,4,38",63,5.0990195135927845,178,95,209,115,candidate_visible_geometry
2,4,Z25,pTau-217,0.3,clipped_high,"[0.3, null]",True,"180,4,38",63,5.0990195135927845,210,95,241,115,candidate_visible_geometry
2,5,Z25,TauPET,0.3,clipped_high,"[0.3, null]",True,"180,4,38",63,5.0990195135927845,242,95,273,115,candidate_visible_geometry
2,6,Z25,ADSignCT,-0.3,clipped_low,"[null, -0.3]",True,"59,76,192",282,3.605551275463989,274,95,305,115,candidate_visible_geometry
2,7,Z25,WholeBrainCT,-0.3,clipped_low,"[null, -0.3]",True,"59,76,192",282,3.605551275463989,305,95,336,115,candidate_visible_geometry
2,8,Z25,VentricleVol,0.3,clipped_high,"[0.3, null]",True,"180,4,38",63,5.0990195135927845,337,95,368,115,candidate_visible_geometry
2,9,Z25,WMH,0.3,clipped_high,"[0.3, null]",True,"180,4,38",63,5.0990195135927845,369,95,400,115,candidate_visible_geometry
2,10,Z25,UPDRS,0.3,clipped_high,"[0.3, null]",True,"180,4,38",63,5.0990195135927845,401,95,432,115,candidate_visible_geometry
2,11,Z25,SAA,0.2452054794520548,numeric,null,True,"212,78,65",83,1.7320508075688772,433,95,464,115,candidate_visible_geometry
2,12,Z25,GFAP,0.3,clipped_high,"[0.3, null]",True,"180,4,38",63,5.0990195135927845,465,95,496,115,candidate_visible_geometry
2,13,Z25,NFL,0.2945205479452055,numeric,null,True,"183,13,40",65,2.449489742783178,497,95,528,115,candidate_visible_geometry
2,14,Z25,YKL40,0.3,clipped_high,"[0.3, null]",True,"180,4,38",63,5.0990195135927845,528,95,559,115,candidate_visible_geometry
2,15,Z25,sTREM2,0.3,clipped_high,"[0.3, null]",True,"180,4,38",63,5.0990195135927845,560,95,591,115,candidate_visible_geometry
2,16,Z25,SYT1,0.14109589041095888,numeric,null,True,"245,159,128",121,1.0,592,95,623,115,candidate_visible_geometry
2,17,Z25,SNAP25,0.2780821917808219,numeric,null,True,"193,43,48",71,2.449489742783178,624,95,655,115,candidate_visible_geometry
2,18,Z25,NPTX2,-0.1794520547945206,numeric,null,True,"123,159,249",238,1.4142135623730951,656,95,687,115,candidate_visible_geometry
2,19,Z25,PDGFRB,0.14109589041095888,numeric,null,True,"245,160,129",121,1.0,688,95,719,115,candidate_visible_geometry
2,20,Z25,S100,0.1602739726027397,numeric,null,True,"242,146,116",114,2.0,720,95,751,115,candidate_visible_geometry
3,0,Z3,Age,0.3,clipped_high,"[0.3, null]",True,"180,4,38",63,5.0990195135927845,82,116,113,136,candidate_visible_geometry
3,1,Z3,Sex,0.009589041095890372,numeric,null,False,"223,219,217",169,1.0,114,116,145,136,candidate_visible_geometry
3,2,Z3,MMSE,-0.24794520547945204,numeric,null,True,"85,114,223",263,1.0,146,116,177,136,candidate_visible_geometry
3,3,Z3,Aβ42/Aβ40,0.3,clipped_high,"[0.3, null]",True,"180,4,38",63,5.0990195135927845,178,116,209,136,candidate_visible_geometry
3,4,Z3,pTau-217,0.2917808219178082,numeric,null,True,"184,18,42",66,3.1622776601683795,210,116,241,136,candidate_visible_geometry
3,5,Z3,TauPET,0.29726027397260274,numeric,null,True,"181,9,39",64,1.4142135623730951,242,116,273,136,candidate_visible_geometry
3,6,Z3,ADSignCT,-0.3,clipped_low,"[null, -0.3]",True,"59,76,192",282,3.605551275463989,274,116,305,136,candidate_visible_geometry
3,7,Z3,WholeBrainCT,-0.29726027397260274,numeric,null,True,"60,78,194",281,3.0,305,116,336,136,candidate_visible_geometry
3,8,Z3,VentricleVol,0.2452054794520548,numeric,null,True,"212,78,65",83,1.7320508075688772,337,116,368,136,candidate_visible_geometry
3,9,Z3,WMH,0.22054794520547943,numeric,null,True,"224,101,79",92,3.1622776601683795,369,116,400,136,candidate_visible_geometry
3,10,Z3,UPDRS,-0.026027397260273977,numeric,null,False,"206,218,235",182,2.0,401,116,432,136,candidate_visible_geometry
3,11,Z3,SAA,0.11643835616438356,numeric,null,True,"247,176,147",130,2.23606797749979,433,116,464,136,candidate_visible_geometry
3,12,Z3,GFAP,0.3,clipped_high,"[0.3, null]",True,"180,4,38",63,5.0990195135927845,465,116,496,136,candidate_visible_geometry
3,13,Z3,NFL,0.20136986301369864,numeric,null,True,"230,114,89",99,1.0,497,116,528,136,candidate_visible_geometry
3,14,Z3,YKL40,0.28356164383561644,numeric,null,True,"190,36,46",69,2.23606797749979,528,116,559,136,candidate_visible_geometry
3,15,Z3,sTREM2,0.19863013698630136,numeric,null,True,"231,116,91",100,1.4142135623730951,560,116,591,136,candidate_visible_geometry
3,16,Z3,SYT1,0.15205479452054793,numeric,null,True,"243,151,120",117,1.4142135623730951,592,116,623,136,candidate_visible_geometry
3,17,Z3,SNAP25,0.2506849315068493,numeric,null,True,"209,73,63",81,1.0,624,116,655,136,candidate_visible_geometry
3,18,Z3,NPTX2,-0.12739726027397263,numeric,null,True,"151,184,255",219,3.0,656,116,687,136,candidate_visible_geometry
3,19,Z3,PDGFRB,0.08630136986301368,numeric,null,True,"246,190,164",141,1.4142135623730951,688,116,719,136,candidate_visible_geometry
3,20,Z3,S100,0.1191780821917808,numeric,null,True,"247,175,145",129,2.0,720,116,751,136,candidate_visible_geometry
4,0,Z2,Age,0.2534246575342466,numeric,null,True,"207,69,60",80,2.449489742783178,82,137,113,156,candidate_visible_geometry
4,1,Z2,Sex,-0.012328767123287676,numeric,null,False,"213,219,229",177,3.1622776601683795,114,137,145,156,candidate_visible_geometry
4,2,Z2,MMSE,-0.3,clipped_low,"[null, -0.3]",True,"59,76,192",282,3.605551275463989,146,137,177,156,candidate_visible_geometry
4,3,Z2,Aβ42/Aβ40,0.3,clipped_high,"[0.3, null]",True,"180,4,38",63,5.0990195135927845,178,137,209,156,candidate_visible_geometry
4,4,Z2,pTau-217,0.3,clipped_high,"[0.3, null]",True,"180,4,38",63,5.0990195135927845,210,137,241,156,candidate_visible_geometry
4,5,Z2,TauPET,0.3,clipped_high,"[0.3, null]",True,"180,4,38",63,5.0990195135927845,242,137,273,156,candidate_visible_geometry
4,6,Z2,ADSignCT,-0.3,clipped_low,"[null, -0.3]",True,"59,76,192",282,3.605551275463989,274,137,305,156,candidate_visible_geometry
4,7,Z2,WholeBrainCT,-0.2780821917808219,numeric,null,True,"68,90,204",274,2.0,305,137,336,156,candidate_visible_geometry
4,8,Z2,VentricleVol,0.19863013698630136,numeric,null,True,"231,116,91",100,1.4142135623730951,337,137,368,156,candidate_visible_geometry
4,9,Z2,WMH,0.17123287671232876,numeric,null,True,"240,138,108",110,2.23606797749979,369,137,400,156,candidate_visible_geometry
4,10,Z2,UPDRS,-0.10273972602739728,numeric,null,False,"169,198,253",210,2.23606797749979,401,137,432,156,candidate_visible_geometry
4,11,Z2,SAA,0.11095890410958903,numeric,null,True,"247,179,150",132,3.3166247903554,433,137,464,156,candidate_visible_geometry
4,12,Z2,GFAP,0.2917808219178082,numeric,null,True,"184,18,42",66,3.1622776601683795,465,137,496,156,candidate_visible_geometry
4,13,Z2,NFL,0.16849315068493148,numeric,null,True,"241,141,111",111,1.0,497,137,528,156,candidate_visible_geometry
4,14,Z2,YKL40,0.24794520547945204,numeric,null,True,"210,75,64",82,1.0,528,137,559,156,candidate_visible_geometry
4,15,Z2,sTREM2,0.17671232876712328,numeric,null,True,"238,134,105",108,1.0,560,137,591,156,candidate_visible_geometry
4,16,Z2,SYT1,0.22054794520547943,numeric,null,True,"224,101,79",92,3.1622776601683795,592,137,623,156,candidate_visible_geometry
4,17,Z2,SNAP25,0.3,clipped_high,"[0.3, null]",True,"180,4,38",63,5.0990195135927845,624,137,655,156,candidate_visible_geometry
4,18,Z2,NPTX2,-0.10547945205479453,numeric,null,True,"167,197,254",211,1.7320508075688772,656,137,687,156,candidate_visible_geometry
4,19,Z2,PDGFRB,0.13013698630136986,numeric,null,True,"247,166,136",125,1.0,688,137,719,156,candidate_visible_geometry
4,20,Z2,S100,0.14931506849315068,numeric,null,True,"244,154,123",118,1.7320508075688772,720,137,751,156,candidate_visible_geometry
5,0,Z7,Age,0.3,clipped_high,"[0.3, null]",True,"180,4,38",63,5.0990195135927845,82,157,113,177,candidate_visible_geometry
5,1,Z7,Sex,0.05616438356164383,numeric,null,True,"241,205,186",152,1.0,114,157,145,177,candidate_visible_geometry
5,2,Z7,MMSE,-0.3,clipped_low,"[null, -0.3]",True,"59,76,192",282,3.605551275463989,146,157,177,177,candidate_visible_geometry
5,3,Z7,Aβ42/Aβ40,0.3,clipped_high,"[0.3, null]",True,"180,4,38",63,5.0990195135927845,178,157,209,177,candidate_visible_geometry
5,4,Z7,pTau-217,0.3,clipped_high,"[0.3, null]",True,"180,4,38",63,5.0990195135927845,210,157,241,177,candidate_visible_geometry
5,5,Z7,TauPET,0.3,clipped_high,"[0.3, null]",True,"180,4,38",63,5.0990195135927845,242,157,273,177,candidate_visible_geometry
5,6,Z7,ADSignCT,-0.3,clipped_low,"[null, -0.3]",True,"59,76,192",282,3.605551275463989,274,157,305,177,candidate_visible_geometry
5,7,Z7,WholeBrainCT,-0.3,clipped_low,"[null, -0.3]",True,"59,76,192",282,3.605551275463989,305,157,336,177,candidate_visible_geometry
5,8,Z7,VentricleVol,0.26164383561643834,numeric,null,True,"203,62,56",77,1.7320508075688772,337,157,368,177,candidate_visible_geometry
5,9,Z7,WMH,0.22876712328767124,numeric,null,True,"220,93,74",89,3.1622776601683795,369,157,400,177,candidate_visible_geometry
5,10,Z7,UPDRS,-0.12465753424657533,numeric,null,False,"154,187,255",218,2.0,401,157,432,177,candidate_visible_geometry
5,11,Z7,SAA,0.08630136986301368,numeric,null,True,"246,190,164",141,1.4142135623730951,433,157,464,177,candidate_visible_geometry
5,12,Z7,GFAP,0.3,clipped_high,"[0.3, null]",True,"180,4,38",63,5.0990195135927845,465,157,496,177,candidate_visible_geometry
5,13,Z7,NFL,0.21506849315068494,numeric,null,True,"226,105,82",94,2.23606797749979,497,157,528,177,candidate_visible_geometry
5,14,Z7,YKL40,0.3,clipped_high,"[0.3, null]",True,"180,4,38",63,5.0990195135927845,528,157,559,177,candidate_visible_geometry
5,15,Z7,sTREM2,0.24794520547945204,numeric,null,True,"210,75,64",82,1.0,560,157,591,177,candidate_visible_geometry
5,16,Z7,SYT1,0.27534246575342464,numeric,null,True,"195,46,49",72,1.7320508075688772,592,157,623,177,candidate_visible_geometry
5,17,Z7,SNAP25,0.3,clipped_high,"[0.3, null]",True,"180,4,38",63,5.0990195135927845,624,157,655,177,candidate_visible_geometry
